gene_id	TCGA-A7-A13F-01A-11R-A12P-07	TCGA-A7-A13F-11A-42R-A12P-07	TCGA-AO-A12B-01A-11R-A10J-07	TCGA-AR-A1AP-01A-11R-A12P-07	TCGA-AR-A1AS-01A-11R-A12P-07	TCGA-AR-A1AV-01A-21R-A12P-07	TCGA-AR-A1AW-01A-21R-A12P-07	TCGA-BH-A0DD-01A-31R-A12P-07	TCGA-BH-A0DD-11A-23R-A12P-07	TCGA-BH-A0DG-01A-21R-A12P-07	TCGA-BH-A0DG-11A-43R-A12P-07
BRWD3|254065	297.5904	189.9416	32.5616	177.238	204.4124	458.3415	381.7631	1310.2241	183.0009	276.4078	458.5777
BSCL2|26580	3291.9679	1338.8909	4362.8291	2506.5227	2247.9964	1728.0603	1438.4525	1774.0651	1140.5334	2837.5323	1341.4058
BSDC1|55108	4171.8876	2731.0283	2862.8819	3005.3981	2262.0441	2346.0724	2052.2134	1974.0896	2850.3903	2006.1452	2500.7021
BSG|682	14446.988	5976.2012	19666.7724	12869.0958	9924.8086	9757.0356	3088.5358	9476.5406	7151.3443	9046.414	4094.1604
BSN|8927	76.3052	28.2892	234.2742	103.0139	22.5124	16.7721	93.8328	266.1064	28.1873	42.5243	98.7858
BSND|7809	3.6145	0.449	0.4229	0	0.4502	1.1567	0	2.451	0	0	0.3304
BSPH1|100131137	0	0	0	0	0	0	0	0	0	0	0
BSPRY|54836	1047.3896	527.6156	934.9826	945.1192	2836.5601	893.2599	355.6565	794.4678	17.3461	384.803	1049.6407
BST1|683	49.3976	251.9084	36.7904	93.1174	159.3877	112.4889	109.3454	47.9692	347.3547	120.9023	76.3195
BST2|684	1917.6707	1220.476	3670.5783	8821.8623	1460.1531	526.8759	6692.7734	6202.7311	2033.3912	1209.8573	790.2866
BSX|390259	0	0	0	0	0	0	0	0	0	0	0
BTAF1|9044	453.4137	1381.6794	339.9937	1203.7787	1341.738	685.9218	2135.4521	1039.5658	990.8933	738.3381	2017.015
BTBD1|53339	2279.5181	1438.7068	1201.3955	1807.9172	1642.0531	2171.7002	1345.0624	1183.1232	1637.0338	911.7705	1390.2701
BTBD10|84280	622.49	581.9488	436.4098	629.7796	652.4088	654.1126	530.4578	845.5882	587.5976	608.2639	569.2575
BTBD11|121551	18.4739	196.2281	63.0088	48.1332	7.6542	34.4118	79.4552	16.1064	128.3608	71.7076	219.7076
BTBD12|84464	278.7149	202.5146	186.9119	360.3239	565.9613	551.1665	510.0265	619.0476	202.0815	278.9092	196.2501
BTBD16|118663	3.6145	2.2452	0.8458	0	0	0.8675	0.7567	0.3501	0	0.8338	2.3127
BTBD17|388419	0	0.449	0	0	0	0	0	0	0.4337	0	0
BTBD18|643376	0.4016	2.2452	2.9601	2.2492	0	3.4701	1.5134	0.3501	0.8673	0.8338	4.6254
BTBD19|149478	5.6225	24.6969	0.4229	14.8448	10.3557	25.7365	16.6477	9.1036	27.32	25.4312	12.2243
BTBD2|55643	1925.3012	1867.5348	1707.1572	2082.3212	2051.7785	1234.1966	813.0912	2016.1064	1701.2142	2170.8225	1404.8071
BTBD3|22903	615.6627	997.3058	400.888	710.3014	473.2103	812.2911	876.277	879.902	705.9844	845.4826	1527.7112
BTBD6|90135	737.751	1888.6394	1227.6139	748.9879	959.928	736.2382	678.7741	986.6947	3271.0321	1126.4764	776.08
BTBD7|55727	356.6265	1022.0027	425.4149	547.0085	720.8465	837.7384	820.6583	882.7031	1165.6548	1156.0766	1784.7526
BTBD8|284697	10.4418	25.595	3.8059	16.6442	2.7015	24.0015	9.8373	7.3529	29.0546	14.5917	38.6553
BTBD9|114781	546.1847	506.96	493.4983	513.2704	475.0113	813.1586	733.2577	647.409	495.2298	476.1051	691.5008
BTC|685	5.2209	30.9834	20.721	49.9325	1.801	23.4231	4.1619	14.3557	20.3816	10.8395	22.136
BTD|686	1004.0161	1325.5501	431.3352	328.3851	1001.3507	638.208	480.5146	373.2493	1980.9193	774.1919	559.3458
BTF3|689	10048.1928	10190.3907	17122.7402	8756.1853	12697.4336	11246.8625	6265.2289	9001.4006	6425.8456	10367.1679	13575.6174
BTF3L1|690	0.4016	0.449	0.4229	0	1.3507	0	0	0	0	0	0
BTF3L4|91408	1299.5984	840.1437	884.2372	913.6302	1172.8951	1067.9213	937.1926	1327.0308	667.8231	946.3736	1019.9058
BTG1|694	4268.6747	5944.7687	1226.3453	4037.7868	7443.9442	1946.7225	7632.6145	2806.7227	6117.0859	3198.9094	5985.9585
BTG2|7832	13818.0723	9788.0557	1731.6841	5425.1012	3389.9145	2770.0022	5704.8808	1668.4174	10301.8213	10291.7082	4496.9026
BTG3|10950	279.1165	377.189	607.6752	516.4193	137.7758	101.7894	174.423	459.0336	330.0087	242.6385	383.2494
BTG4|54766	0	0.449	0	0	0	0	0	0	0	0	0.3304
BTK|695	135.3414	122.5864	42.2878	127.7553	84.6466	113.6456	1210.367	72.1289	166.5221	215.1228	132.155
BTLA|151888	1.2048	21.5537	3.383	13.0454	0	0.8675	501.3243	10.8543	5.6375	27.9326	18.1713
BTN1A1|696	0.4016	8.5317	0	0.8997	0.9005	0.5783	27.6201	0	0	3.3352	30.726
BTN2A1|11120	353.8153	698.6978	381.8585	406.6577	359.2976	545.0939	916.3829	649.5098	632.6973	481.9418	668.3737
BTN2A2|10385	249.7992	317.4674	148.4301	300.045	117.0644	287.7286	1019.6746	403.7115	235.039	213.0383	311.5553
BTN2A3|54718	9.6386	36.8208	3.383	26.5407	10.3557	32.3875	54.1052	21.3585	29.0546	21.679	36.673
BTN3A1|11119	296.3855	1027.8401	412.7286	571.3	174.6961	575.7464	3232.3118	861.3445	1002.6019	1033.0897	1197.9846
BTN3A2|11118	402.8112	1375.3929	1211.5446	869.9955	213.4174	891.814	4378.3579	1381.6527	1739.3755	1414.5575	1531.0151
BTN3A3|10384	146.5863	718.9044	373.401	410.7063	90.0495	250.1359	1897.0866	456.9328	834.3452	706.6534	488.6429
BTNL2|56244	0	0	0	0	0	0	0.3784	0	0	0	1.3215
BTNL3|10917	0.4016	4.4903	0	0	0	0	4.1619	0	0.4337	0	0
BTNL8|79908	0	1.7961	0	0	0	0	1.8918	0	5.6375	0.4169	0.6608
BTNL9|153579	22.0884	2493.04	156.8876	49.9325	18.9104	49.4488	221.7177	26.2605	5170.425	109.229	545.8
BTRC|8945	702.4096	796.1383	1357.0145	789.0238	710.0405	1090.4769	1174.0446	1041.3165	599.7398	885.9224	1374.0811
BUB1|699	612.8514	17.9614	167.4596	465.1372	278.7033	261.4137	827.4688	1337.1849	32.0902	401.8961	80.9449
BUB1B|701	1111.2088	24.0144	187.3348	397.5574	331.6434	319.4626	433.1517	1074.7059	14.3105	335.4081	125.5472
BUB3|9184	4388.3534	1343.9605	2444.6559	5033.7382	4971.1842	3567.2562	3965.9478	5818.9776	1176.9297	2652.7643	2018.0061
BUD13|84811	379.1165	413.1118	520.5624	255.5106	449.7974	272.1132	416.5721	414.2157	378.144	291.4164	479.7225
BUD31|8896	1066.7189	845.0292	1181.7655	1285.3441	1279.8604	874.932	732.8036	822.7801	659.072	850.5689	756.5937
BVES|11149	38.1526	190.8397	24.104	23.8417	42.3233	46.8463	307.605	91.0364	207.719	71.2907	141.0754
BYSL|705	559.4378	336.3269	371.2866	228.9699	672.2197	470.776	414.6803	489.8459	208.1526	461.5134	286.4459
BZRAP1|9256	100.8032	363.718	189.8721	231.2191	7.6542	268.3539	702.2323	834.0336	128.3608	664.9629	741.7197
BZW1|9689	5239.3574	2774.1356	3577.5452	5292.8475	7377.7578	9344.6728	4046.1597	5111.3445	3171.2923	5073.3127	4419.9224
BZW2|28969	1409.2369	1136.5065	1061.0001	868.1961	3739.7569	1122.5753	1752.9323	2350.1401	701.2142	2011.9818	1738.168
C10orf10|11067	933.7349	23686.5739	331.5361	967.6113	262.0441	464.9925	3383.2766	521.7087	21542.4978	1493.7694	1683.6541
C10orf105|414152	4.0161	21.4639	4.2288	4.0486	1.801	0	18.1612	3.5014	34.2585	11.6733	21.4487
C10orf107|219621	6.0241	2.6942	38.9047	4.0486	8.1045	12.7237	0.7567	4.902	6.9384	6.2536	32.0476
C10orf108|414235	0.4016	30.5344	1.2686	2.2492	0	1.4459	1.8918	0	42.4978	0.8338	5.6166
C10orf11|83938	53.4137	105.5231	22.4125	70.6253	32.8681	11.8562	45.0246	25.2101	119.6878	35.02	34.0299
C10orf110|55853	5.1044	21.3696	2.8375	6.8601	6.6321	7.0963	16.7537	4.0966	14.9133	8.3714	11.8609
C10orf111|221060	1.2048	3.5923	1.6915	4.4984	0.9005	1.4459	3.0269	2.1008	4.3365	5.0029	12.5547
C10orf113|387638	0	0.449	0	0	0	0	0	0	0	0	0
C10orf114|399726	5.6225	27.8401	8.8804	5.3981	6.3035	11.2778	6.0537	6.3025	33.3912	11.2564	11.5636
C10orf116|10974	3310.7149	8723.4531	4690.4578	2164.8943	2200.5538	651.9149	145.8078	1148.652	14303.5863	550.1932	1616.668
C10orf118|55088	387.5502	623.26	505.3388	1191.6329	348.4917	1036.9796	1318.9557	1020.3081	527.32	528.2182	1473.1973
C10orf119|79892	1687.1486	1411.7647	1061.8459	1697.7058	1844.6646	1633.5466	2484.2981	2463.5854	1382.0468	1534.2091	1631.1225
C10orf12|26148	109.0321	126.8074	41.0445	238.52	99.9775	167.4551	244.3625	236.7087	124.7788	162.6637	210.1726
C10orf120|399814	0	0	0	0	0	0	0	0	0	0	0
C10orf122|387718	0	0	0	0	0.4502	0.5783	0	0	0	0	0
C10orf125|282969	27.3092	89.3579	11.8406	73.3243	77.4426	15.9046	78.3201	17.507	118.8205	75.0428	45.2631
C10orf128|170371	2.008	74.9888	3.8059	17.9937	0.9005	6.651	45.0246	5.2521	144.8395	20.4283	48.2366
C10orf129|142827	2.008	0	0.4229	0	0	0	0	0	3.0356	0	0
C10orf131|100127889	1.2048	0.8981	1.6915	2.2492	0.4502	0.2892	2.2701	1.0504	0.8673	0.8338	1.6519
C10orf137|26098	232.5301	401.8859	208.0558	516.4193	445.7452	464.7034	721.9069	507.0028	314.3972	297.253	532.2541
C10orf140|387640	3.2129	23.3498	136.1666	6.9546	2.7015	73.1611	4.5403	2.3319	36.4267	8.3381	40.6376
C10orf18|54906	3055.4217	1321.0597	2078.0209	2665.3171	4435.8397	2322.3601	2869.4665	4075.2801	1419.7745	1562.9755	1931.1142
C10orf2|56652	235.743	274.3601	274.4476	294.6469	416.9293	286.8611	736.2845	609.944	125.7589	243.0554	439.4152
C10orf25|220979	17.6707	79.78	17.3549	58.0297	14.4079	13.8804	51.4567	16.8067	94.0113	41.6905	56.298
C10orf26|54838	1214.4578	2785.3615	2063.1906	2739.991	2400.2701	2899.5524	2089.2925	1515.056	3223.7641	2360.0972	1818.1085
C10orf27|219793	0.8032	1.7961	0	0	0	0.5783	0	0	0.8673	0.8338	0
C10orf28|27291	300	377.6381	200.8669	521.3675	443.0437	299.2956	659.8562	454.4818	245.4467	292.6671	462.5423
C10orf32|119032	628.5141	617.3148	1450.0476	561.4035	370.2521	783.3736	700.3405	522.0588	631.83	547.3958	970.6781
C10orf35|219738	263.8554	141.4459	405.9626	483.5807	206.6637	96.5843	77.5634	176.8207	32.9575	144.249	159.2467
C10orf4|118924	301.2048	393.8033	486.3093	259.5592	193.1562	278.475	485.4332	320.3782	544.6661	240.1371	552.0773
C10orf40|283025	0	0	0	0	0	0	0	0	0	0	0
C10orf41|100131213	1.6064	38.1679	2.1144	13.0454	37.3706	2.3134	67.4688	4.5518	50.3036	12.9866	19.1625
C10orf46|143384	1581.9277	1691.0642	789.5126	2694.1071	2822.1522	1576.0008	2704.1241	2090.3361	1500	1229.4518	1913.2733
C10orf47|254427	44.1767	149.5285	169.574	446.2438	202.1612	242.039	178.5849	254.902	62.4458	50.4455	188.9816
C10orf50|645528	0	2.2452	0	0	0	0	0.3784	0	3.0356	0.4169	0.3304
C10orf53|282966	0	0	0	0	0	0	0	0	0	0	0
C10orf54|64115	391.9679	2540.1886	286.2882	479.5322	151.7335	218.0375	1446.084	212.535	2494.7962	708.7379	952.1764
C10orf55|414236	2.4096	11.7737	2.1228	13.0454	13.7776	10.8498	7.7563	6.8417	5.4683	15.5756	12.2309
C10orf57|80195	2337.6386	972.2586	1631.7031	948.9879	2309.6173	1468.0115	1533.8063	1516.362	905.1041	1360.289	1279.1344
C10orf58|84293	4266.6667	6341.7153	3446.876	3055.3306	1448.4466	895.2841	2026.8634	1667.0168	9593.6687	1432.4844	1653.5888
C10orf62|414157	0	0	0.4229	0.8997	0.4502	0	0.3784	0	0	0.4169	0
C10orf67|256815	1.6064	0	0	9.8965	22.5124	0.2892	0	9.4538	0.4337	0.8338	0
C10orf68|79741	2.4096	6.8837	4.3472	7.1975	2.2873	8.467	9.8373	19.4468	4.7702	14.0539	11.5636
C10orf71|118461	0	0	0	0	0	0	0	0	0.8673	0	0
C10orf72|196740	342.5703	863.0445	105.7194	282.5011	189.104	391.2531	269.7692	177.521	2251.9514	734.1691	470.802
C10orf75|90271	44.9799	105.9722	393.2762	153.8462	236.38	128.1043	84.3738	102.2409	26.0191	156.3392	95.482
C10orf76|79591	785.9438	767.4001	699.4397	702.6541	722.1972	734.214	867.5747	653.0112	726.7997	637.8641	732.4688
C10orf78|119392	100.8032	106.8702	76.118	70.6253	149.9325	82.9931	116.9126	206.2325	91.5004	81.7133	145.7008
C10orf79|80217	50.6024	39.515	80.7696	50.3824	93.2013	98.8977	142.6409	100.4902	3.9029	10.4226	165.1937
C10orf81|79949	609.6386	2496.6322	2.1144	332.4336	1652.4088	1051.7275	32.5388	108.5434	1.301	1317.8356	1772.1979
C10orf82|143379	136.5462	34.5757	0	273.0544	124.2683	120.0074	45.7813	89.986	6.0711	40.4398	51.5404
C10orf84|63877	622.0884	673.1028	534.0945	834.0081	759.5678	787.1329	924.3284	456.9328	856.4614	466.9332	752.2921
C10orf88|80007	197.1888	160.7544	153.9275	224.4714	138.226	203.0005	253.4998	251.4006	161.752	190.5254	200.2148
C10orf90|118611	0	146.3853	0	1.3495	1.3507	0.8675	1.1351	1.0504	34.2585	14.5917	220.038
C10orf91|170393	0	0	0	3.1489	0.9005	0.5783	1.1351	0	0	6.6705	0
C10orf93|255352	0	6.7355	1.2686	14.395	3.1517	0	23.8365	23.8095	6.0711	30.434	31.7172
C10orf95|79946	6.494	2.2856	10.0264	15.1147	0.9365	3.5077	8.6379	9.8459	0	18.8316	7.4403
C10orf96|374355	0	0	0	0	0	0	0	0	0	0	0
C10orf99|387695	0	0	0	0	0	0	0	0	0	0	0
C11orf1|64776	416.0643	359.6453	572.5764	126.4058	578.5457	176.9748	166.4775	142.8571	178.4345	184.6888	442.3524
C11orf10|746	1201.6064	841.0418	2045.0365	956.8151	1530.3917	1076.5965	1014.756	1160.014	610.5811	1460.417	736.7639
C11orf16|56673	0.8032	2.2452	0.4229	1.3495	0	0.2892	7.1888	0	0	0.8338	2.9735
C11orf17|56672	325.7028	249.6632	456.7079	246.0639	336.335	250.4251	195.2327	248.9496	214.6574	359.7887	183.0346
C11orf2|738	785.1406	2025.595	1807.8021	2136.3023	1045.0248	486.1023	938.3277	1589.2857	1642.6713	1420.811	1874.618
C11orf20|25858	0	0	0.4229	0.4498	0	0.2892	0.3784	0	0.2559	1.6676	0
C11orf21|29125	0.8032	14.3691	1.2686	8.9969	0	2.0242	76.8067	4.5518	16.0451	2.5014	9.2508
C11orf24|53838	968.6747	876.0665	712.5489	908.682	869.4282	1779.8688	723.042	705.1821	796.6175	1745.1629	395.1433
C11orf30|56946	382.7309	532.106	369.5951	1704.9033	409.2751	410.9169	536.5115	1258.0532	533.3912	2320.9082	784.67
C11orf31|280636	875.502	514.5936	1899.1437	982.4561	994.597	940.6845	746.8785	398.4594	397.2246	754.1805	563.9713
C11orf34|349633	1.2048	0	0	0.4498	0	0	0	0	0	0	0.3304
C11orf35|256329	38.3976	15.4333	90.2971	44.0036	39.2886	44.4288	19.7049	40.6583	7.706	16.7679	24.3826
C11orf36|283303	0	0	0	0	0	0	0	0	0	0	0
C11orf40|143501	0	0	0	0	0	0	0	0	0	0	0
C11orf41|25758	401.6064	212.3934	20.2981	230.3194	215.6686	404.8443	50.7	212.8852	93.6687	405.6482	235.5662
C11orf42|160298	0.4016	0.8981	0.4229	0.4498	0	1.4459	0.3784	2.1008	0	1.2507	5.947
C11orf45|219833	95.1807	58.8235	12.6863	54.4309	58.0819	75.1854	28.7552	49.0196	83.6947	48.3609	60.7913
C11orf46|120534	397.1888	630.8936	970.0814	538.0117	526.7897	499.1151	755.9591	563.3754	559.8439	470.6853	900.9664
C11orf48|79081	759.3936	307.9255	767.0621	651.8219	637.339	285.3631	565.9629	816.1485	324.3235	632.2192	315.0607
C11orf49|79096	567.4699	328.2443	722.2751	772.3797	723.548	491.8858	207.7185	297.2689	225.065	490.6968	353.8449
C11orf51|25906	484.743	368.5406	744.0025	750.3644	414.7366	545.3079	272.3269	219.5238	401.9081	706.1489	311.7866
C11orf52|91894	435.0321	386.9151	854.6908	244.7143	437.1905	216.8808	59.7806	193.9776	82.5022	292.6837	493.9853
C11orf53|341032	4.0161	31.8815	0.8458	0.4498	1.3507	1.735	0.7567	0.7003	18.2134	2.9183	1.3215
C11orf54|28970	444.1767	584.643	773.4433	377.8677	652.8591	359.1547	491.8653	329.4818	486.5568	346.8647	1050.9623
C11orf57|55216	610.8434	735.0696	809.8108	495.2767	813.1472	565.9144	715.4748	590.6863	585.4293	481.108	1237.9615
C11orf58|10944	3163.4538	2819.0391	4809.8108	3529.9145	2615.9388	2956.8089	2647.7488	2894.958	2887.2507	2195.003	3757.8261
C11orf59|55004	1626.506	1640.3233	2474.2573	4783.6257	1999.5498	1838.8604	1048.4298	1132.0028	1852.9922	2792.8442	1162.3028
C11orf61|79684	126.1044	243.8258	109.1024	92.6676	127.4201	133.5986	217.9342	125	132.6973	150.9195	275.8735
C11orf63|79864	143.3735	232.5999	296.0144	188.0342	16.6592	258.522	60.9156	18.2073	311.3617	114.2319	231.2712
C11orf64|283197	0	0	0	0	0	0	0	0	0	0	0
C11orf65|160140	6.0241	3.5923	16.4922	0.4498	5.8532	4.3376	6.4321	8.7535	4.3365	4.586	11.2332
C11orf66|220004	10.0402	37.7189	19.4524	54.8808	17.1094	59.5699	9.8373	9.8039	17.7797	8.755	25.4398
C11orf67|28971	336.9478	546.026	183.106	1036.6802	206.2134	100.0544	117.6693	379.9475	551.9167	1013.4952	253.7375
C11orf68|83638	546.5863	846.8792	660.1121	625.2812	866.2765	355.9738	740.0681	576.3305	841.2836	1459.5832	709.3417
C11orf70|85016	2.008	52.088	9.3033	39.1363	7.204	17.3505	5.6754	15.7563	42.9315	9.1719	39.3161
C11orf71|54494	159.8394	241.5806	380.5899	91.318	144.9797	50.6055	262.9588	251.0504	227.2333	128.8235	253.0767
C11orf73|51501	367.8715	502.0207	470.6629	746.2888	488.5187	189.6984	331.4415	235.9944	560.2775	596.5906	365.7388
C11orf74|119710	139.3574	226.3134	53.2826	85.9199	165.6911	145.7439	96.4813	204.8319	218.1266	129.2404	178.4092
C11orf75|56935	164.6586	203.8617	122.2117	115.1597	105.8082	75.4745	286.417	59.5238	93.6687	191.3592	199.2236
C11orf80|79703	256.6265	239.3354	671.9526	379.6671	417.3796	35.8576	438.1385	699.2297	70.2515	276.4078	260.3453
C11orf82|220042	341.3655	31.4324	53.7055	131.8039	222.8726	91.9575	130.1551	363.0952	32.5239	414.8201	93.4996
C11orf83|790955	240.1606	145.0382	473.2001	359.874	219.2706	98.3193	150.9648	325.9804	175.6288	230.3273	90.8565
C11orf84|144097	260.6426	222.7211	342.5309	483.1309	357.4966	319.5378	306.8483	253.5014	147.8751	299.3375	207.4833
C11orf85|283129	0	0.449	0.4229	0	0.4502	0	0.7567	0	0	0	0.6608
C11orf86|254439	0.4016	1.7961	0	0.8997	4.0522	0	0	1.4006	0	0.4169	0.3304
C11orf87|399947	0.8032	2.2452	0	0.4498	0.4502	0.2892	0.3784	0	2.6019	2.5014	3.6343
C11orf88|399949	0.4016	1.7961	0.4229	14.8448	0.4502	1.735	0	0.3501	0	0.4169	2.6431
C11orf9|745	12.0482	64.661	10.9948	26.0909	19.3606	11.567	38.2142	46.2185	7.8057	28.7664	72.3548
C11orf90|387804	3.2129	4.9394	0	0.8997	0	0.8675	0.3784	0	1.7346	0.4169	5.6166
C11orf92|399948	6.8273	77.683	1.2686	6.7476	0.4502	6.0727	351.4945	2.1008	37.294	23.7636	245.1474
C11orf93|120376	12.8514	72.7436	0.8458	1.7994	0.9005	4.3376	12.4858	3.5014	39.4623	9.5888	36.673
C11orf94|143678	0	0	0	0	0.4502	0	0	0	0	0	0
C11orf95|65998	182.3293	630.4445	1182.7889	276.2033	302.5664	207.6273	325.7662	232.493	698.1787	331.0223	556.7027
C12orf10|60314	897.5904	698.2488	1221.6936	717.4989	769.9235	724.6712	377.6012	522.0588	592.8014	831.3079	636.3261
C12orf11|55726	691.5663	375.3929	386.5102	411.1561	685.7271	746.0701	660.9913	712.8852	354.7268	555.317	538.8618
C12orf12|196477	0	0	0	0	0	0	0	0	0	0	0
C12orf23|90488	2109.6386	838.7966	824.1886	828.61	907.6992	3239.9107	1312.5236	1587.535	829.1414	1611.3365	1512.8438
C12orf24|29902	85.9438	102.3799	19.4524	39.5861	67.5371	30.9417	71.888	134.4538	48.569	37.5214	110.3494
C12orf26|84190	80.7229	162.5505	230.8912	40.036	97.2535	118.2724	127.885	91.0364	103.6427	58.7836	192.6158
C12orf27|283460	0	0	0	0	0	0.2892	0	0	0	0	0
C12orf29|91298	365.5783	346.8747	552.6842	164.4714	267.8388	603.4637	280.3973	522.8046	273.9549	252.1273	487.7806
C12orf32|83695	1100	297.2609	710.4345	597.8408	701.0356	495.3559	647.3704	748.2493	151.3443	405.6482	502.1888
C12orf34|84915	574.6988	92.9502	466.4341	109.3117	221.9721	89.9333	59.4022	213.9356	14.3105	182.1873	149.3351
C12orf35|55196	704.8193	1487.6515	375.5154	2905.5331	1289.059	983.4824	3964.4344	1165.6162	1179.5317	992.65	2146.1964
C12orf36|283422	0	0	0	0	0	1.4459	0	0	0	0.8338	0
C12orf39|80763	0	125.7297	0.8458	0	0	0	0	0	17.3461	0	5.947
C12orf4|57102	410.8434	374.9439	246.5377	484.9303	496.1729	373.3242	634.1279	504.5518	418.4735	270.1542	444.0406
C12orf40|283461	0	1.7961	0	0	0	0	0	0	1.301	0	0
C12orf41|54934	387.5502	587.3372	417.8032	562.3032	581.2697	767.1799	541.0518	689.7759	352.5585	575.3284	628.7272
C12orf42|374470	0.4016	0	0	0.8997	0	0	7.5672	0	0	0.4169	0.9912
C12orf43|64897	290.3614	269.4207	191.1407	276.6532	262.4944	303.0548	235.3386	309.8739	312.229	237.2187	258.0325
C12orf44|60673	776.7068	540.6376	750.185	958.6145	790.6348	914.948	603.8593	660.3641	519.0807	818.8007	489.6341
C12orf45|121053	111.6466	148.1814	105.7194	88.1691	194.507	139.3821	128.2633	122.549	93.6687	168.4295	146.0312
C12orf47|51275	317.1486	422.5415	207.3623	244.6829	349.5362	334.0717	363.776	274.7094	213.7771	217.866	324.5693
C12orf48|55010	433.0803	35.4737	40.4356	63.2119	69.5317	189.5336	168.0212	454.0266	33.3912	114.2319	95.0657
C12orf49|79794	217.6707	466.5469	411.0371	1357.175	714.0928	819.5204	525.5392	630.2521	371.6392	853.8207	644.9162
C12orf5|57103	323.2932	162.1015	102.3364	296.4462	284.1063	272.4023	428.3012	306.3725	218.9939	269.3204	167.5064
C12orf50|160419	0	0	0	0.4498	0	0	0	0	0	0	1.3215
C12orf51|283450	1357.0281	1625.5052	785.2839	2082.3212	1237.2805	2659.5376	1807.7942	2589.986	2011.2749	2019.0692	2116.4616
C12orf52|84934	706.4257	285.137	532.403	483.1309	612.787	532.081	307.9834	622.549	257.1552	515.2941	237.8789
C12orf53|196500	17.6707	55.2313	1.6915	0.8997	5.8532	5.7835	4.1619	9.4538	3.9029	27.9326	56.8266
C12orf54|121273	0	0.449	0	0	0.9005	0	0	0	0.4337	0.8338	4.9558
C12orf56|115749	0	0	0	0.4498	0	0	0	78.0812	0.8673	0	0.3304
C12orf57|113246	1494.7791	1387.0678	3990.6967	2231.6689	1571.3643	785.3978	513.8101	834.0336	788.3781	2765.3285	1112.0839
C12orf59|120939	35.743	9.8788	2.9601	29.2398	28.8158	13.302	16.2694	11.5546	0.4337	40.8567	13.5459
C12orf60|144608	63.0522	19.3085	76.118	7.6473	42.7735	12.7237	19.6746	54.2717	19.948	22.0959	16.5194
C12orf61|283416	8.0321	9.8788	7.6118	15.7445	4.0522	3.1809	4.9187	3.8515	7.8057	6.2536	7.5989
C12orf62|84987	624.8996	537.0454	616.9785	529.4647	540.2972	480.3188	375.7094	288.5154	733.3044	414.4032	374.9897
C12orf63|374467	0.4016	2.6942	1.2686	2.2492	0.4502	4.916	14.3776	4.5518	2.1683	5.0029	9.2508
C12orf65|91574	273.0924	231.7018	274.4476	154.296	196.308	231.6287	433.9765	289.916	174.7615	184.2719	292.7232
C12orf66|144577	176.7068	106.4212	121.7888	113.3603	124.7186	310.8625	135.4521	246.4986	90.6331	160.5083	164.5329
C12orf68|387856	6.4257	33.6776	2.1144	24.7413	6.7537	13.8804	1.8918	5.2521	21.6826	14.5917	21.1448
C12orf69|440087	14.0562	12.1239	4.6517	3.5987	2.7015	2.3134	4.1619	6.3025	3.9029	4.169	7.5989
C12orf70|341346	0.4016	0.449	0	0.4498	2.2512	0.8675	0	1.4006	0	2.0845	0.9912
C12orf71|728858	0.8032	0.8981	0	1.7994	0	0.2892	1.1351	0.3501	0	0.8338	0.9912
C12orf72|254013	87.5502	72.2946	70.1977	38.6865	83.7461	55.5215	69.2395	78.4314	96.2706	71.7076	114.9748
C12orf73|728568	153.012	98.7876	137.8581	80.072	105.3579	164.2511	115.7775	186.2745	75.0217	107.5614	113.9836
C12orf74|338809	1.2048	0	0	24.2915	0	0	3.7836	0	0	1.2507	0
C12orf75|387882	1415.261	165.6938	18.1837	152.9465	603.3318	62.7509	352.2512	698.1793	68.5169	166.345	188.6512
C12orf76|400073	100.4016	119.8922	127.2862	78.2726	150.3827	161.9377	200.1513	160.7143	77.6236	149.2519	193.2766
C12orf77|196415	0	0.449	0	0	0	0	3.0269	0	0	0.8338	0
C13orf1|57213	134.9398	217.3327	235.12	268.556	222.8726	282.5235	131.6686	109.944	184.7355	169.6802	248.1209
C13orf15|28984	298.3936	2062.4158	408.9227	146.6487	198.5592	200.9763	374.5743	191.5266	1212.9228	287.6642	645.5769
C13orf16|121793	0.4016	1.3471	0	0.8997	2.7015	1.1567	1.5134	0.3501	0.4337	4.586	0.3304
C13orf18|80183	25.7028	114.0548	20.721	69.7256	77.8928	32.0984	479.7579	40.6162	26.4527	126.3221	172.4622
C13orf23|80209	515.6627	831.163	597.5262	1183.9856	1091.4003	1572.2416	1162.3156	469.888	716.8257	1379.1206	1119.6828
C13orf26|122046	0	3.5923	0	0	0	0.2892	0	0	35.5594	0	0
C13orf27|93081	146.1847	72.2946	55.397	94.4669	114.8131	99.476	99.5081	87.8852	90.6331	126.3221	131.8246
C13orf28|122258	0	0	0	0	0	0	0	0	0	0	0
C13orf29|283487	18.0723	124.8316	32.1387	177.6878	150.3827	192.0118	37.4574	111.6947	199.046	60.0343	112.9925
C13orf30|144809	0.8032	0	0	1.3495	0	0.5783	0.7567	0.3501	0.4337	1.2507	0.3304
C13orf31|144811	106.0241	277.5034	154.3504	270.8052	194.0567	319.827	353.7647	135.1541	349.523	306.008	414.6362
C13orf33|84935	74.6988	875.1684	14.3778	171.39	88.2485	103.5245	256.5267	36.7647	1961.405	109.229	191.2943
